employee_certificate_id,employee_id,certification_id
54545,61374,12
69848,61374,20
48459,74868,18
34046,74868,3
15197,74868,6
14354,74868,16
44555,7324,16
45158,1074,20
3469,1074,17
96672,68496,18
14652,68496,13
59296,73469,17
75658,73469,7
53218,73469,15
45689,73469,1
5970,73469,14
96883,11049,2
30586,11049,19
52307,11049,10
96859,11049,6
14145,11049,15
22856,58876,19
33599,95398,17
75516,95398,16
24757,95398,19
92259,7862,2
18438,66845,14
9109,66845,20
8165,66845,6
8164,66845,18
31437,66845,4
6611,74396,7
81024,74396,13
23366,92129,19
22555,92129,12
51139,26846,10
50423,26846,20
93222,26846,15
90073,26846,11
37213,3677,5
33728,3677,11
32756,3677,3
68054,3677,13
56079,3677,14
96725,20232,6
92249,20232,1
37621,20232,10
85667,20232,17
52070,85441,10
24171,85441,20
29021,81288,20
40625,81288,11
95035,81288,8
45014,52677,7
56093,52677,19
2465,52677,13
34124,52677,3
17569,52677,8
53429,11937,15
67984,19959,19
32524,19959,17
60278,19959,3
65683,19959,16
76250,19959,9
69204,56783,17
65491,56783,2
58119,95513,12
91222,95513,18
3743,95513,19
95731,95513,16
62767,95513,15
12518,45660,16
69099,45660,4
37518,27711,9
44342,4798,7
94273,4798,6
82130,4798,3
77484,17452,9
19406,66123,12
6708,66123,8
49053,66659,1
95876,66659,13
92073,66659,17
65768,66659,11
75328,30970,19
18945,30970,1
93149,30970,6
96599,95520,7
65888,95520,3
6281,95520,13
97633,95520,9
34982,95520,1
2060,8449,1
81821,8449,3
84344,8449,16
52450,8449,20
76113,88949,2
78778,88949,7
83564,79327,5
94601,79327,18
52720,1351,2
42468,1351,15
16751,41420,15
43883,41420,17
66535,41420,3
92368,93866,10
77677,93866,14
69531,93866,1
30539,93866,17
83263,19838,13
58535,19838,11
93953,19838,16
25644,58017,3
71859,58017,12
59621,58017,11
32849,58017,5
24302,14775,19
89393,44916,10
96982,44916,11
93886,44916,8
62110,44916,1
94557,9623,19
60017,9623,15
86241,9623,2
61459,48678,12
23705,48678,17
31221,48678,2
5215,48678,8
65355,89079,15
64968,89079,8
71712,89079,9
8208,89079,11
11699,89079,14
55203,30135,13
93919,30135,8
35264,70534,6
70770,70534,12
44004,7333,4
76302,7333,14
46106,54807,9
38102,54807,19
49734,54807,10
42711,88336,18
74902,29997,9
9037,29997,1
76447,79927,13
72195,79927,2
47103,59273,20
61068,59273,11
14032,59273,10
42279,59273,2
46639,59273,4
25074,41984,4
95494,41984,18
75029,41984,9
97194,41984,15
57663,41984,17
27309,52664,14
54903,52664,8
2915,94087,10
88711,94087,8
12055,89763,8
57319,89763,6
46813,89763,1
2307,89763,20
34792,9009,3
49784,9009,10
40955,9009,17
96422,9009,20
63400,9009,5
99023,53096,19
18916,53096,12
91041,53096,2
57861,53096,1
65099,53096,13
82578,74751,8
93347,30599,7
1117,30599,13
89437,30599,1
43745,37583,6
26233,37583,9
53874,37583,1
79673,28907,16
79156,28907,19
66451,28907,8
32987,28907,11
72504,28907,9
11565,77616,18
51280,77616,20
71581,77616,4
22490,77616,11
14584,77616,13
95727,31821,10
23411,75662,5
35520,75662,9
78909,75662,17
73149,75662,3
2489,75662,2
24529,88261,13
72743,36773,12
80755,36773,10
56031,36773,4
17340,36773,18
69446,36773,11
71123,45498,19
75124,45498,9
1539,45498,14
17903,45498,2
95213,45498,17
94524,54731,12
17160,23815,9
59387,23815,18
93984,98386,4
13449,98386,10
69777,98386,15
74143,98386,7
50947,94697,8
60381,94697,5
90208,94697,13
35390,27857,8
90986,80116,19
55961,37148,12
44603,14588,5
57332,14588,15
44162,14588,13
87673,14588,17
26992,14588,8
97318,77984,15
35140,77984,7
47624,19416,14
89867,19416,19
1159,19416,15
21190,19416,10
12362,19416,5
33179,85843,4
38610,96225,2
38069,96225,19
75567,81055,20
23400,81055,1
59544,81055,11
55947,47357,9
45864,47357,10
31408,47357,2
29333,47357,6
48606,47357,5
6812,73085,18
48982,73085,13
64858,73085,12
8185,73085,9
32073,73085,1
41057,50696,8
76326,50696,4
6969,50696,3
76268,16772,4
33524,16772,12
46551,16772,17
34384,16772,19
58648,58896,9
4706,84120,7
40480,84120,2
34307,84120,17
20605,84120,16
78280,84120,3
2077,5810,7
77787,5810,16
79895,5810,6
88111,5810,1
82544,5810,9
35934,21320,5
71927,21320,14
76042,21320,8
2476,21320,15
20847,29444,11
91905,29444,5
1132,82188,12
61610,82188,2
19974,82188,16
74731,97306,6
19865,97306,5
75906,97306,20
95562,97306,19
23632,97306,9
92110,52411,2
86004,52411,4
51220,52411,13
89538,52411,5
91556,52411,11
34896,7327,18
98603,7327,16
97979,7327,7
93112,7327,15
4664,7327,4
39419,46605,9
71416,46605,3
41280,46605,4
37909,46605,8
32963,46605,18
81509,74073,6
7924,74073,20
21643,74073,18
66581,74073,13
69816,45354,2
88657,45354,20
70498,99130,16
37860,99130,10
73718,99130,17
64624,99130,13
61334,16351,1
1891,16351,8
86581,30511,6
33455,30511,14
50488,53135,18
20989,53135,1
62574,43872,5
21398,43872,13
75463,43872,3
7304,43872,16
9627,43872,14
67606,29034,12
57810,25789,4
68994,25789,20
17138,25789,5
95439,25789,14
42884,89231,19
43025,42271,18
98419,42271,16
51442,42271,2
60688,19319,3
56910,19319,20
88516,19319,12
64878,11976,10
46648,11976,8
72297,11976,4
63286,12863,8
45576,73702,8
37453,22917,19
89766,9544,10
34918,9544,2
77746,76079,10
78960,76079,18
89616,76079,13
50845,76079,15
42592,32651,10
51953,32651,6
16068,32651,15
27884,32651,16
52054,30097,1
55177,30097,10
92238,30097,17
24930,30097,3
72143,30097,5
2621,1079,19
45523,22151,3
15758,22151,5
5222,22151,4
13839,87129,8
71990,87129,6
4587,87129,15
91089,87129,14
49030,8497,3
82908,8497,20
44838,8497,15
93076,8497,4
12238,8497,19
18869,91155,3
18342,91155,8
62079,91155,19
13132,90128,20
54345,90128,11
22338,90128,8
86092,90128,1
50446,90128,19
95302,81169,2
19890,81169,20
11246,81169,11
20013,81169,4
66526,81169,16
64854,44268,3
7042,44268,13
57763,56587,20
66284,74027,5
9988,19993,10
57387,19993,20
81031,19993,6
22657,19993,15
54634,19993,18
19610,54782,13
65237,54782,11
51410,54782,4
87301,54782,6
55510,54782,17
67547,44300,17
10616,44300,12
93305,44300,7
99565,25600,18
88481,25600,4
60857,25172,7
29442,26721,2
43616,26721,18
43270,26721,17
4130,26721,9
94981,76283,9
25191,76283,18
23795,76283,16
32480,76283,15
64923,76283,5
79003,12163,13
40173,59443,13
38367,59443,2
79691,59443,15
97002,59443,11
7428,11276,2
34289,11276,7
39207,11276,20
10413,11276,19
57774,11276,11
29559,69241,10
2111,69241,18
64237,50594,7
92869,50594,12
63316,50594,11
17686,50594,5
52466,50594,16
87952,77391,12
47236,77391,7
70592,77391,14
2102,77391,3
77067,77391,11
11041,16232,9
53223,16232,20
51750,16232,2
90411,34246,6
27428,79945,18
99509,79945,10
35219,79945,9
9562,79945,4
6795,79945,8
45481,3691,11
25318,3691,1
57738,3691,12
22797,3691,5
9339,22749,14
42670,22749,5
6470,22749,16
34321,22749,10
26779,22749,7
78274,51116,5
12379,51116,11
99231,51116,1
54996,51116,13
29575,51116,4
57998,80054,8
3687,80054,18
21634,80054,10
99154,80054,12
66622,78480,1
86532,78480,5
1863,78480,15
54078,78480,20
29730,35370,14
26935,35370,2
89671,35370,5
44412,35370,11
29797,35370,12
74229,61165,10
16101,8148,15
94364,8148,12
60429,8148,17
58101,3829,11
58981,35417,11
59738,35417,6
2472,35417,15
67536,25264,12
4199,25264,15
25815,25264,9
13406,25264,1
95212,25264,16
16261,41670,16
44747,10623,19
84375,10623,2
59091,10623,5
26301,10623,18
67168,10623,17
9530,12752,4
56428,35456,12
89401,35456,14
27693,35456,20
68787,35456,13
10102,69442,11
85765,69442,7
16845,69442,14
3739,69442,18
59693,67209,1
90353,67209,9
17836,67209,16
26193,67209,13
95593,7555,17
65454,7555,13
92956,6065,18
86831,6065,4
90118,6065,19
26255,6065,17
34250,6065,12
30228,61929,16
19552,61929,12
28273,13882,13
12533,13882,19
35228,13882,9
5605,13882,12
55975,13882,6
40320,47817,12
60903,47817,7
10882,47817,2
38071,47817,4
58526,47817,19
26555,53190,18
39170,53190,16
69368,53190,13
4922,53190,15
73388,22193,18
73274,22193,6
15534,22193,19
91404,22193,3
88475,22193,11
36122,46541,18
96134,46541,10
83210,46541,15
16573,33612,7
87347,33612,5
43225,33612,15
80318,63889,17
48563,69648,10
89223,69648,13
45449,69648,15
72665,10954,7
81791,10954,11
2637,84760,14
43600,84760,5
38688,75219,13
49881,75219,9
62427,75219,15
61519,75219,11
70702,75219,4
36427,10660,8
85335,10660,4
7878,10820,2
36144,10820,19
59278,10820,15
71948,74948,14
34921,74948,4
5314,74948,3
3253,74948,1
18973,54180,1
38371,54180,10
9981,54180,15
17281,17257,17
68734,17257,5
71307,17257,7
88099,17257,2
91550,17257,6
62887,24872,18
35550,24872,11
63048,24872,13
2574,24872,20
34833,68996,11
66025,68996,20
87794,70538,9
25675,70538,1
58487,70538,6
64002,70538,20
55347,39116,19
95619,39116,12
44427,39116,13
68691,39116,18
99934,46705,15
50975,46705,14
64814,46705,7
62373,46705,4
18239,46705,1
95231,85282,10
24092,85282,11
70874,85282,9
68772,46200,16
14575,61620,19
43309,61620,15
21452,61620,8
34459,55443,6
39412,55443,5
94731,55443,1
34738,55443,10
96717,55443,19
72248,90011,16
50946,90011,2
20165,90011,7
56709,75646,20
84967,57258,18
76625,57258,17
50897,35368,13
10989,35368,20
23131,2464,6
23273,2464,13
90991,2464,11
28394,2464,12
9249,96339,16
26953,96339,6
41319,96339,4
15412,96339,9
20914,18749,2
8276,18749,9
80973,18749,15
96690,18749,10
4910,18749,17
3276,51669,10
33248,51669,7
83337,51669,8
73464,29061,11
94979,29061,2
86036,12773,4
20510,12773,8
92142,12773,11
