employee_id,skill_id,skill_level,skill_progress
1153,11,Intermediate,47
50145,6,Beginner,19
50145,5,Intermediate,94
50145,4,Beginner,15
55410,7,Intermediate,13
75899,13,Intermediate,25
7067,10,Advanced,37
25669,1,Intermediate,58
25669,5,Intermediate,66
25669,4,Intermediate,20
99506,10,Beginner,67
55070,19,Intermediate,11
73826,6,Intermediate,1
65238,11,Advanced,14
65238,4,Intermediate,47
65238,20,Advanced,52
14565,2,Beginner,71
81125,16,Intermediate,98
41620,18,Beginner,11
41620,19,Intermediate,51
41620,9,Advanced,12
74859,18,Beginner,8
74859,17,Intermediate,94
74859,12,Beginner,92
76435,7,Advanced,31
76435,5,Advanced,22
76435,12,Intermediate,69
95932,19,Beginner,75
89867,4,Beginner,36
89867,8,Intermediate,57
99782,4,Intermediate,25
99782,11,Intermediate,40
35076,13,Intermediate,1
35076,17,Intermediate,75
81161,18,Beginner,13
53340,19,Advanced,37
53340,9,Beginner,1
87574,14,Beginner,68
87574,3,Intermediate,45
7949,2,Advanced,39
52100,10,Advanced,28
52100,12,Beginner,14
75169,14,Advanced,60
75169,6,Intermediate,80
75169,12,Intermediate,91
46580,5,Advanced,64
85747,2,Beginner,89
85747,3,Intermediate,4
78714,7,Advanced,81
78714,19,Beginner,22
78714,2,Beginner,52
24398,19,Intermediate,19
61729,17,Advanced,15
61729,10,Advanced,68
61729,14,Beginner,20
70455,15,Intermediate,72
70455,16,Advanced,95
70455,17,Beginner,71
83088,12,Advanced,60
83088,13,Beginner,62
83088,2,Beginner,72
58297,1,Advanced,90
71867,17,Beginner,93
71867,16,Advanced,96
46077,2,Beginner,42
46077,9,Advanced,26
84384,13,Advanced,71
1203,18,Beginner,11
1203,17,Beginner,61
93896,7,Beginner,94
93896,16,Intermediate,56
93896,8,Advanced,98
78699,5,Advanced,86
78699,3,Advanced,28
86789,3,Intermediate,78
51070,18,Advanced,18
66043,1,Beginner,91
66043,18,Advanced,27
38918,7,Advanced,20
95616,19,Beginner,78
95616,18,Intermediate,11
54995,4,Advanced,34
54995,20,Intermediate,27
52008,4,Advanced,89
20532,10,Intermediate,63
20532,15,Intermediate,42
20532,4,Beginner,26
83490,9,Beginner,39
83490,20,Beginner,71
55728,14,Beginner,56
55728,15,Intermediate,55
55728,8,Beginner,92
19168,1,Intermediate,84
19168,14,Advanced,19
19168,9,Beginner,89
88188,14,Beginner,45
88188,3,Advanced,12
88188,9,Beginner,78
87490,8,Advanced,84
87490,3,Intermediate,16
87490,1,Intermediate,10
40498,11,Advanced,3
28283,11,Advanced,49
28283,16,Beginner,35
64608,3,Advanced,18
1948,11,Intermediate,71
1948,16,Beginner,100
1948,19,Intermediate,14
54236,20,Advanced,25
54236,7,Intermediate,98
23576,9,Advanced,92
23576,17,Advanced,6
23576,5,Advanced,25
54958,19,Intermediate,6
54958,4,Intermediate,26
54958,17,Beginner,64
19482,8,Beginner,88
19482,5,Intermediate,76
64274,8,Beginner,63
64274,4,Intermediate,72
16614,20,Beginner,36
16614,16,Advanced,29
97839,15,Beginner,5
97839,11,Beginner,60
43876,18,Beginner,58
11834,9,Intermediate,2
11834,3,Advanced,7
88661,1,Beginner,71
94520,12,Beginner,16
56201,13,Intermediate,35
56201,1,Beginner,60
68873,2,Advanced,23
68873,11,Advanced,82
68873,17,Intermediate,0
18370,6,Intermediate,46
18370,11,Beginner,93
18370,10,Intermediate,32
48243,1,Advanced,8
48243,2,Beginner,78
50527,6,Beginner,73
50527,17,Beginner,28
50527,5,Intermediate,73
1379,15,Beginner,83
39175,10,Intermediate,79
39175,17,Beginner,72
49960,3,Beginner,42
49960,17,Advanced,36
98155,15,Intermediate,16
26386,9,Intermediate,15
33272,14,Advanced,45
33272,1,Intermediate,78
53186,19,Intermediate,42
53186,12,Beginner,29
4701,9,Intermediate,56
4701,7,Intermediate,11
71973,17,Advanced,78
71973,4,Advanced,42
71973,19,Intermediate,78
91612,15,Intermediate,25
55680,14,Intermediate,49
55680,9,Beginner,54
55680,3,Beginner,79
64676,9,Intermediate,59
64676,1,Advanced,26
64676,17,Intermediate,55
67873,14,Advanced,39
67873,10,Beginner,1
67873,9,Intermediate,42
42001,12,Intermediate,11
42001,7,Intermediate,35
20305,1,Intermediate,93
20305,7,Beginner,50
20305,10,Intermediate,94
50898,9,Advanced,57
50898,6,Beginner,68
8863,13,Advanced,61
8863,20,Intermediate,81
8863,15,Beginner,42
71795,17,Intermediate,39
71795,1,Intermediate,75
71795,7,Advanced,33
34339,15,Beginner,60
34339,9,Advanced,66
34339,18,Advanced,21
61215,15,Advanced,78
61215,17,Advanced,89
65029,12,Advanced,100
83737,5,Intermediate,23
83737,8,Beginner,26
83737,15,Advanced,41
38498,14,Advanced,59
66251,6,Beginner,39
66251,16,Intermediate,75
66251,13,Beginner,12
32344,15,Beginner,19
32344,12,Beginner,39
32344,19,Beginner,37
77392,2,Intermediate,41
77392,6,Intermediate,62
84084,7,Advanced,6
84084,17,Intermediate,48
23494,11,Beginner,97
42561,1,Beginner,12
13803,17,Beginner,44
83424,16,Beginner,84
83424,14,Beginner,73
80472,16,Beginner,32
80472,6,Beginner,99
22117,6,Intermediate,32
22117,2,Advanced,90
22117,17,Intermediate,90
95116,14,Beginner,52
95116,7,Beginner,89
11157,5,Intermediate,71
44819,11,Beginner,94
44819,16,Intermediate,40
44819,12,Advanced,65
35941,3,Beginner,50
35941,20,Beginner,61
35941,13,Advanced,66
33070,20,Beginner,48
51059,3,Advanced,55
51059,15,Beginner,68
51059,14,Intermediate,92
91791,13,Beginner,99
91791,10,Beginner,16
46449,9,Advanced,81
96098,13,Advanced,76
96098,14,Advanced,45
55471,13,Beginner,68
1209,19,Advanced,43
1209,7,Beginner,2
93294,15,Advanced,70
93294,4,Intermediate,77
93294,5,Intermediate,76
55469,9,Beginner,82
55469,2,Intermediate,20
4631,19,Advanced,47
4631,14,Intermediate,85
35419,12,Beginner,36
8531,2,Advanced,17
8531,15,Advanced,0
8531,5,Intermediate,89
94077,9,Advanced,100
94077,7,Intermediate,32
24323,18,Intermediate,1
81804,17,Intermediate,53
8780,20,Beginner,41
59345,19,Intermediate,60
59345,20,Advanced,100
23765,16,Beginner,99
36471,17,Advanced,93
36471,20,Intermediate,30
36471,7,Beginner,22
59807,6,Intermediate,4
59807,5,Advanced,27
32796,13,Advanced,2
6721,10,Beginner,9
6721,3,Intermediate,67
73089,3,Beginner,70
73089,17,Advanced,41
97974,5,Beginner,26
97974,4,Beginner,65
75563,18,Intermediate,77
75563,1,Advanced,96
75563,13,Advanced,47
59486,2,Beginner,83
59486,17,Beginner,81
59486,10,Beginner,56
85442,4,Beginner,72
85442,6,Intermediate,39
85442,8,Advanced,40
40902,16,Beginner,87
40902,9,Advanced,84
37978,12,Intermediate,79
37978,10,Advanced,62
1699,15,Advanced,70
1699,12,Intermediate,6
1699,6,Advanced,67
65993,1,Advanced,26
65993,19,Beginner,32
62243,4,Beginner,45
37437,6,Intermediate,14
27546,19,Intermediate,4
27546,16,Beginner,11
27546,17,Intermediate,10
51583,16,Beginner,3
51583,7,Intermediate,65
31073,13,Beginner,72
31073,6,Beginner,14
73644,6,Advanced,25
26971,20,Intermediate,74
26971,17,Advanced,43
26971,9,Beginner,53
84291,18,Beginner,9
84291,7,Advanced,31
84291,2,Beginner,45
7482,9,Intermediate,64
7482,12,Advanced,31
63364,4,Beginner,100
63364,2,Advanced,15
6873,7,Beginner,95
6873,18,Advanced,28
6873,16,Advanced,24
66146,17,Intermediate,8
66146,3,Intermediate,81
23190,1,Beginner,39
66577,6,Advanced,80
41903,4,Beginner,13
41903,8,Advanced,95
20442,3,Advanced,5
20442,13,Beginner,52
20442,19,Beginner,35
79062,11,Intermediate,89
79062,12,Intermediate,51
57564,11,Intermediate,5
57564,10,Advanced,97
98379,12,Intermediate,11
98379,1,Intermediate,99
26823,9,Beginner,93
26823,13,Beginner,89
26823,18,Advanced,100
64401,7,Beginner,49
64401,18,Beginner,74
87637,4,Intermediate,72
62082,19,Advanced,55
62082,9,Intermediate,66
62082,10,Intermediate,28
80421,15,Intermediate,55
80421,3,Intermediate,42
80421,20,Intermediate,85
4014,4,Intermediate,50
4014,10,Beginner,98
86227,12,Intermediate,87
86227,1,Intermediate,25
36378,8,Intermediate,35
36378,9,Intermediate,18
36378,18,Beginner,5
17767,7,Intermediate,91
17767,16,Beginner,5
36941,16,Intermediate,15
36941,13,Beginner,9
8591,7,Advanced,66
8591,18,Advanced,60
35993,13,Advanced,20
35993,9,Advanced,6
35993,20,Intermediate,21
78254,15,Advanced,85
78254,12,Advanced,33
33265,6,Beginner,16
33265,13,Intermediate,9
8548,2,Advanced,64
3329,11,Beginner,15
87722,16,Advanced,54
89339,12,Beginner,78
89339,17,Beginner,79
89339,3,Intermediate,13
81230,20,Intermediate,100
46430,2,Intermediate,72
28841,5,Advanced,80
28841,3,Beginner,33
3156,13,Beginner,92
3156,15,Beginner,16
3156,14,Intermediate,91
10649,12,Advanced,32
48318,5,Advanced,94
48318,14,Advanced,81
15850,16,Intermediate,38
40917,10,Beginner,7
40917,6,Advanced,32
21824,1,Beginner,28
21824,2,Advanced,56
21824,12,Intermediate,31
71332,18,Advanced,65
71332,11,Advanced,9
71332,17,Beginner,37
39457,14,Beginner,73
2653,17,Beginner,61
2653,20,Advanced,57
2653,12,Beginner,77
64540,4,Advanced,80
75173,14,Advanced,33
75173,16,Intermediate,25
11436,9,Intermediate,84
11436,2,Beginner,38
11436,11,Advanced,65
60811,13,Beginner,8
59403,7,Beginner,95
43582,14,Intermediate,73
64322,4,Intermediate,27
64322,17,Intermediate,17
64322,8,Advanced,36
85395,4,Intermediate,80
61498,2,Intermediate,73
61498,15,Advanced,12
61498,7,Advanced,5
79976,20,Beginner,32
28336,9,Beginner,58
28336,11,Advanced,53
28336,15,Beginner,1
30275,8,Beginner,13
30275,7,Advanced,97
10005,17,Intermediate,49
10005,9,Beginner,64
10005,10,Advanced,99
70013,12,Beginner,24
70013,17,Advanced,95
96266,1,Intermediate,53
96266,18,Intermediate,80
96266,11,Beginner,81
95619,17,Beginner,77
95619,13,Beginner,54
95619,6,Intermediate,31
13031,15,Advanced,52
72656,18,Beginner,33
72656,5,Intermediate,61
54281,1,Intermediate,41
54281,2,Intermediate,35
75376,8,Intermediate,88
75376,14,Beginner,61
75376,20,Advanced,49
99707,14,Intermediate,71
20609,1,Advanced,80
20609,4,Advanced,65
20609,10,Intermediate,86
53036,20,Advanced,86
53036,10,Beginner,71
21784,11,Intermediate,83
21784,1,Intermediate,30
34834,9,Intermediate,41
93924,16,Intermediate,16
93924,9,Intermediate,38
93924,20,Beginner,65
38269,10,Beginner,24
38269,14,Advanced,73
38269,16,Advanced,38
88398,16,Advanced,90
88398,18,Beginner,76
96075,13,Beginner,88
96075,14,Advanced,66
96075,11,Beginner,81
97060,12,Beginner,78
97060,11,Intermediate,13
97060,19,Intermediate,19
61274,10,Beginner,34
81657,13,Intermediate,89
35433,1,Advanced,83
35433,3,Intermediate,70
35433,14,Intermediate,77
42354,18,Beginner,67
42354,6,Advanced,16
42354,12,Advanced,0
20808,5,Advanced,92
92836,3,Intermediate,19
92836,18,Beginner,53
44021,12,Advanced,82
44021,8,Beginner,78
92176,12,Beginner,32
94003,10,Advanced,42
94003,2,Advanced,3
52853,2,Beginner,29
52853,11,Advanced,42
52853,6,Beginner,30
29330,20,Advanced,14
29330,18,Intermediate,77
29330,9,Beginner,58
57912,18,Beginner,74
57912,1,Advanced,40
57912,4,Advanced,63
6223,6,Advanced,21
23319,5,Beginner,85
23319,11,Advanced,39
23319,15,Beginner,41
11302,6,Beginner,8
11302,12,Advanced,41
11302,3,Intermediate,8
97596,3,Intermediate,42
97596,10,Beginner,42
97596,7,Advanced,97
75219,4,Beginner,29
74077,3,Intermediate,78
56216,9,Advanced,24
49010,10,Advanced,16
49010,7,Advanced,43
49010,9,Beginner,61
75649,15,Beginner,67
75649,16,Advanced,70
20486,12,Beginner,82
20486,15,Intermediate,55
20486,18,Beginner,25
83664,6,Beginner,30
83664,4,Beginner,57
35600,13,Beginner,99
35600,5,Intermediate,77
35600,17,Advanced,24
42344,14,Beginner,31
42344,19,Beginner,32
42344,2,Intermediate,27
22577,8,Advanced,10
22577,12,Advanced,46
22577,20,Beginner,9
28526,14,Intermediate,63
55875,17,Intermediate,73
55875,14,Advanced,84
16445,2,Intermediate,86
16445,15,Intermediate,20
16445,19,Intermediate,6
73736,1,Beginner,59
73736,14,Intermediate,91
47420,1,Intermediate,8
47420,7,Intermediate,10
15552,2,Intermediate,19
15552,15,Advanced,32
20986,13,Intermediate,1
20986,1,Beginner,10
42755,9,Advanced,29
42755,5,Advanced,63
42755,8,Intermediate,100
92470,6,Advanced,54
86219,13,Intermediate,21
86219,1,Beginner,87
86219,10,Intermediate,52
9615,18,Intermediate,81
9615,7,Advanced,82
9615,9,Advanced,4
19740,20,Advanced,11
19740,15,Beginner,94
19740,4,Intermediate,94
9221,10,Advanced,32
9221,5,Beginner,84
1775,12,Beginner,79
1775,15,Advanced,4
67862,4,Intermediate,71
95627,12,Beginner,33
96810,4,Intermediate,84
96810,11,Beginner,47
96810,12,Advanced,58
90772,4,Beginner,72
90772,14,Intermediate,52
24693,14,Intermediate,92
24693,12,Advanced,14
34446,16,Intermediate,20
41864,19,Advanced,7
41864,9,Intermediate,69
41864,13,Beginner,24
88933,12,Intermediate,99
35026,3,Beginner,2
35026,12,Advanced,9
35026,6,Intermediate,66
83821,9,Intermediate,40
83821,3,Beginner,91
83205,6,Advanced,18
18083,10,Intermediate,2
18032,4,Beginner,80
18032,13,Advanced,6
83739,20,Advanced,82
83739,19,Advanced,52
83739,9,Beginner,35
61036,15,Advanced,4
61036,10,Advanced,87
80407,9,Advanced,56
80407,11,Beginner,47
80407,1,Advanced,16
9208,1,Advanced,98
9208,19,Intermediate,34
9208,16,Beginner,58
72637,16,Beginner,98
76632,5,Advanced,62
41082,8,Advanced,3
41082,7,Beginner,27
41082,5,Beginner,100
3982,15,Advanced,3
3982,10,Advanced,41
3982,13,Advanced,95
83045,1,Beginner,29
83045,11,Intermediate,35
19087,18,Intermediate,54
19087,16,Beginner,29
19087,1,Intermediate,66
7320,14,Intermediate,76
7320,11,Intermediate,31
86438,7,Advanced,6
86438,11,Intermediate,86
90798,14,Beginner,17
55867,6,Beginner,25
55867,11,Intermediate,54
55867,9,Advanced,81
15516,3,Advanced,27
15516,16,Advanced,9
2479,3,Advanced,44
2479,10,Advanced,25
90006,16,Advanced,49
90006,4,Intermediate,56
90006,20,Beginner,8
33178,15,Beginner,86
33178,11,Intermediate,40
33178,20,Advanced,97
23388,16,Beginner,93
23388,17,Beginner,94
77677,12,Advanced,29
77677,15,Intermediate,73
77677,5,Beginner,8
3507,4,Advanced,77
18050,10,Advanced,13
18050,15,Advanced,35
63145,17,Advanced,20
63145,15,Advanced,46
5828,7,Intermediate,15
5828,5,Beginner,58
98958,10,Advanced,78
98958,17,Advanced,19
98958,5,Advanced,24
83071,19,Intermediate,52
57617,11,Beginner,49
57617,14,Intermediate,10
13679,2,Beginner,39
45819,1,Intermediate,70
45819,15,Intermediate,56
19140,18,Intermediate,90
19140,8,Beginner,35
19140,5,Beginner,60
65529,5,Beginner,12
65529,20,Intermediate,75
31558,15,Intermediate,91
27086,15,Intermediate,23
27086,3,Beginner,17
15251,2,Intermediate,89
15251,1,Advanced,43
15251,18,Advanced,39
92356,10,Intermediate,7
73710,8,Beginner,78
73710,2,Intermediate,28
73710,19,Beginner,25
41596,13,Advanced,25
41596,20,Advanced,68
16189,6,Intermediate,12
27235,11,Intermediate,27
27235,5,Beginner,79
95686,16,Beginner,36
95686,14,Intermediate,58
95686,19,Beginner,94
69636,2,Intermediate,2
62210,15,Intermediate,7
62210,1,Intermediate,14
26957,1,Intermediate,64
19007,4,Advanced,88
85432,20,Intermediate,5
62970,16,Advanced,41
62970,11,Beginner,90
62970,19,Beginner,18
25205,18,Beginner,40
6630,19,Beginner,92
6630,7,Advanced,52
21858,11,Beginner,60
21858,14,Intermediate,84
30262,8,Intermediate,47
30262,6,Advanced,53
30262,7,Advanced,67
8994,18,Advanced,87
8994,16,Beginner,79
28538,1,Beginner,7
28538,14,Beginner,66
1888,8,Advanced,2
90228,6,Beginner,76
90228,9,Intermediate,30
10697,10,Beginner,16
10697,20,Advanced,59
10697,9,Beginner,48
1049,1,Intermediate,22
1049,8,Intermediate,69
69820,4,Advanced,39
62253,2,Intermediate,47
62253,16,Intermediate,19
12713,7,Beginner,31
12713,5,Advanced,10
95682,10,Advanced,30
95682,3,Beginner,13
7437,8,Beginner,52
7437,5,Beginner,58
58547,15,Beginner,78
58547,18,Advanced,87
67283,12,Beginner,20
67283,4,Beginner,66
67283,2,Beginner,65
12384,7,Intermediate,48
12384,20,Beginner,83
80449,2,Intermediate,7
80449,7,Beginner,61
80449,4,Beginner,73
98101,10,Beginner,34
98101,7,Beginner,3
98101,12,Advanced,52
6106,5,Intermediate,50
6106,7,Intermediate,26
34348,15,Beginner,41
63131,19,Advanced,82
63131,12,Advanced,15
90788,19,Advanced,0
90788,9,Beginner,42
90788,6,Beginner,60
91353,20,Advanced,49
91353,16,Intermediate,69
5256,4,Beginner,42
5256,13,Advanced,16
5256,17,Beginner,29
20596,4,Intermediate,28
20596,17,Advanced,6
20596,11,Intermediate,14
49988,7,Advanced,90
49988,20,Intermediate,48
2831,3,Intermediate,80
56059,16,Intermediate,85
56059,12,Advanced,45
3342,11,Advanced,14
3342,1,Beginner,79
3342,10,Beginner,45
70368,3,Intermediate,85
70368,11,Beginner,85
1898,13,Beginner,16
1898,4,Intermediate,9
36845,20,Beginner,1
36845,18,Beginner,65
36845,17,Advanced,28
99525,5,Advanced,69
99525,8,Intermediate,90
57269,7,Advanced,55
57269,15,Advanced,49
77082,6,Advanced,81
77082,12,Beginner,15
77082,15,Advanced,57
86652,13,Intermediate,60
86652,17,Intermediate,36
68041,6,Advanced,40
68041,9,Beginner,73
68041,15,Beginner,3
76166,6,Beginner,90
76166,13,Beginner,14
76166,11,Advanced,15
88402,11,Advanced,9
88402,5,Advanced,33
88402,20,Beginner,87
73590,18,Intermediate,54
73590,8,Advanced,23
73590,4,Intermediate,31
36026,7,Intermediate,60
36026,19,Intermediate,60
83756,11,Intermediate,36
83756,18,Advanced,19
83756,4,Intermediate,94
34202,4,Beginner,62
34202,2,Intermediate,2
82920,20,Beginner,93
82920,19,Intermediate,58
82920,2,Advanced,4
19216,7,Beginner,57
5829,11,Intermediate,57
5829,15,Intermediate,5
5829,14,Intermediate,95
4548,17,Beginner,37
4548,19,Beginner,32
4548,10,Advanced,83
27356,15,Intermediate,87
6364,18,Beginner,61
6364,7,Advanced,81
75265,18,Beginner,4
75265,4,Intermediate,34
82385,7,Beginner,55
82385,3,Advanced,93
11965,7,Beginner,95
11965,17,Advanced,73
11965,13,Beginner,45
47905,10,Beginner,16
47905,17,Advanced,46
47905,14,Advanced,56
17636,11,Beginner,18
97012,7,Beginner,56
97012,9,Advanced,47
87181,16,Beginner,89
25299,18,Intermediate,35
25299,5,Advanced,16
25299,2,Advanced,50
61408,7,Beginner,62
61408,11,Advanced,25
76011,1,Advanced,78
76011,12,Beginner,62
76011,13,Beginner,27
97866,17,Beginner,1
17248,3,Advanced,85
17248,11,Beginner,93
17248,9,Intermediate,97
51778,15,Advanced,100
51778,20,Beginner,53
23387,1,Advanced,86
23387,5,Intermediate,68
83346,16,Beginner,66
83346,8,Advanced,65
25949,1,Advanced,32
99896,17,Intermediate,64
99896,18,Advanced,75
95744,2,Intermediate,78
95744,11,Beginner,59
85185,3,Intermediate,29
38163,18,Advanced,8
58055,12,Advanced,35
58055,5,Intermediate,69
58055,10,Intermediate,91
77160,3,Advanced,34
77160,12,Advanced,7
77160,9,Beginner,57
97003,6,Beginner,91
63452,1,Advanced,15
63452,17,Intermediate,66
49983,20,Intermediate,22
49983,3,Intermediate,82
52247,7,Beginner,59
49321,16,Beginner,2
49321,14,Beginner,28
5630,2,Beginner,82
5630,14,Advanced,100
34541,13,Beginner,20
23292,15,Intermediate,45
23292,1,Intermediate,56
23292,9,Beginner,37
90289,15,Beginner,52
56999,4,Beginner,63
27578,15,Advanced,2
84873,5,Beginner,82
84873,6,Intermediate,42
84873,4,Advanced,94
18951,16,Intermediate,77
31059,18,Intermediate,91
31059,16,Beginner,12
11141,8,Beginner,56
11141,4,Beginner,82
11141,18,Beginner,25
77525,15,Beginner,43
77525,16,Beginner,51
77525,18,Advanced,49
99680,1,Intermediate,38
99680,20,Beginner,76
99680,2,Intermediate,91
86553,18,Advanced,92
74469,5,Beginner,55
99532,14,Beginner,32
99532,16,Beginner,93
99532,13,Advanced,92
20698,14,Intermediate,62
83920,18,Beginner,86
83920,9,Beginner,70
83920,2,Intermediate,49
72114,2,Beginner,10
72114,11,Intermediate,33
21484,10,Advanced,83
21484,6,Advanced,62
21484,5,Intermediate,47
76226,6,Beginner,100
76226,8,Beginner,99
76226,2,Advanced,9
86416,16,Intermediate,28
86416,14,Intermediate,49
37677,4,Intermediate,10
37677,1,Intermediate,14
37677,11,Intermediate,4
74879,7,Advanced,4
74879,20,Beginner,9
74879,13,Advanced,25
93019,5,Beginner,8
93019,6,Intermediate,63
93019,20,Advanced,51
91885,10,Beginner,34
87884,7,Intermediate,82
87884,9,Advanced,31
56657,9,Beginner,18
8041,4,Beginner,74
8041,6,Advanced,100
19838,3,Intermediate,92
19838,4,Intermediate,30
19838,16,Beginner,38
19585,20,Intermediate,6
19585,18,Intermediate,55
80117,7,Intermediate,14
5419,10,Intermediate,49
5419,15,Beginner,14
5419,16,Intermediate,88
55051,15,Beginner,16
55051,14,Advanced,80
55051,4,Intermediate,37
80315,7,Advanced,68
65737,2,Intermediate,79
65737,3,Advanced,72
94102,18,Advanced,91
94102,10,Advanced,28
94102,6,Intermediate,2
97069,15,Intermediate,58
97069,3,Advanced,31
61428,4,Beginner,90
85599,1,Intermediate,76
38457,2,Advanced,4
38457,13,Intermediate,100
22912,11,Intermediate,6
22912,14,Beginner,64
25192,18,Advanced,32
25192,17,Intermediate,65
17583,15,Advanced,17
17583,3,Intermediate,61
17583,13,Intermediate,5
57061,6,Intermediate,73
75962,12,Intermediate,16
75962,20,Intermediate,41
63955,6,Intermediate,35
1056,3,Advanced,31
1056,17,Beginner,72
1056,14,Intermediate,26
60667,10,Advanced,25
60667,8,Intermediate,80
60667,4,Beginner,15
38353,1,Advanced,53
38353,6,Beginner,2
38353,9,Beginner,70
94970,10,Advanced,69
94970,4,Intermediate,21
94970,17,Intermediate,32
4909,12,Advanced,89
4909,14,Advanced,54
55002,1,Beginner,23
55002,12,Advanced,10
55002,7,Advanced,82
31169,6,Advanced,3
31169,4,Advanced,85
31169,19,Intermediate,37
75345,2,Intermediate,94
75345,19,Intermediate,99
75345,5,Intermediate,27
39846,17,Advanced,68
72613,9,Advanced,78
72613,20,Beginner,62
15047,20,Intermediate,91
15047,6,Beginner,90
15047,2,Advanced,84
90329,14,Beginner,25
90329,18,Advanced,99
9343,6,Beginner,28
9343,11,Intermediate,89
85520,17,Advanced,15
85520,2,Intermediate,95
70364,13,Intermediate,14
70364,8,Advanced,94
70364,15,Beginner,71
45103,15,Intermediate,41
59065,17,Advanced,85
59065,2,Advanced,26
59065,1,Advanced,67
66674,17,Advanced,36
66674,13,Beginner,69
66674,12,Beginner,99
84703,5,Advanced,23
84703,15,Advanced,33
50789,2,Advanced,51
74942,19,Beginner,47
59404,6,Beginner,95
59404,11,Beginner,23
20931,9,Intermediate,37
57963,2,Beginner,93
57568,18,Beginner,73
3714,8,Beginner,99
73831,13,Advanced,31
73831,4,Advanced,61
73831,2,Intermediate,14
62546,1,Advanced,38
62546,4,Advanced,10
62546,7,Intermediate,43
34815,6,Beginner,100
34815,9,Advanced,66
33809,2,Intermediate,48
32885,16,Beginner,91
32885,11,Intermediate,14
32885,2,Advanced,40
95966,2,Advanced,52
95966,8,Intermediate,9
98909,7,Intermediate,4
98909,1,Advanced,97
2903,15,Beginner,27
49474,13,Beginner,54
50613,15,Intermediate,53
50613,11,Advanced,21
58797,8,Advanced,3
58797,18,Advanced,75
65281,3,Advanced,99
65281,11,Intermediate,25
30040,13,Intermediate,1
30040,17,Intermediate,24
79794,16,Advanced,19
79794,2,Intermediate,20
79794,15,Intermediate,20
52475,11,Beginner,3
52475,17,Beginner,83
52475,10,Advanced,7
39677,8,Beginner,60
39677,10,Intermediate,72
71679,2,Advanced,0
71679,3,Advanced,18
71679,13,Intermediate,57
16423,5,Advanced,34
16423,2,Intermediate,83
84369,14,Advanced,47
68895,13,Intermediate,29
85488,20,Advanced,73
17156,14,Beginner,51
17156,20,Advanced,43
17156,15,Advanced,11
71851,14,Intermediate,7
71851,15,Beginner,16
71851,1,Beginner,47
25247,13,Advanced,30
63926,6,Beginner,15
35766,14,Advanced,8
