employee_certificate_id,employee_id,certification_id
67006,99506,19
79009,99506,9
48479,99506,18
1314,55070,12
32325,55070,19
97183,55070,1
10869,73826,19
60087,73826,7
27905,81125,19
88810,81125,7
55189,81125,2
87826,81125,16
2043,81125,9
83582,41620,15
58860,41620,19
33452,41620,6
97293,41620,20
63122,74859,13
56081,74859,10
24921,95932,2
19933,95932,12
86560,89867,20
68351,89867,13
44328,89867,14
88550,99782,8
5528,35076,16
17736,35076,10
41420,81161,20
29488,81161,11
15894,53340,5
97143,53340,9
47759,87574,16
27247,87574,4
51706,87574,18
84912,87574,8
32778,87574,12
8554,7949,8
78349,7949,17
34526,7949,1
55883,7949,16
53850,7949,5
96565,75169,8
6765,75169,13
5544,46580,3
55338,85747,6
24292,61729,8
40128,61729,3
5702,61729,2
88775,61729,13
16764,61729,17
62381,70455,16
21070,83088,2
52882,83088,19
65546,83088,16
48235,83088,6
77140,58297,17
30957,58297,6
32123,58297,4
6980,58297,1
55568,58297,16
69299,71867,20
49796,71867,18
43718,46077,6
77765,84384,6
87559,84384,3
57412,1203,16
59169,1203,17
84135,1203,19
3614,1203,2
62018,93896,12
6806,93896,1
85519,78699,15
9207,86789,13
66090,86789,8
46627,51070,19
1447,51070,11
15316,51070,10
35694,51070,15
97484,66043,5
91713,66043,20
35271,38918,3
43677,38918,15
25843,38918,4
56768,38918,8
89370,95616,2
62356,95616,3
57041,95616,16
89496,95616,14
42699,54995,6
26702,54995,10
94118,52008,1
49830,52008,16
16106,20532,16
49415,20532,17
50371,83490,14
55222,83490,7
9444,83490,15
94393,83490,8
52636,83490,9
1836,19168,11
67595,19168,18
64149,19168,8
33139,19168,4
73621,87490,11
67472,87490,20
81497,40498,17
9632,40498,20
17660,28283,15
66673,28283,1
80118,64608,18
98587,1948,6
22970,1948,18
94064,1948,1
63599,1948,14
46079,54236,19
65585,54236,5
96695,54236,13
27102,54958,11
87378,54958,14
39699,54958,18
46065,54958,17
95753,54958,16
85354,19482,3
82392,19482,17
71521,19482,10
29770,64274,13
48995,64274,9
53696,64274,14
72016,16614,20
60707,16614,15
83712,43876,19
46651,43876,6
13720,43876,17
88636,11834,12
35058,88661,8
44742,94520,19
2099,56201,18
63816,56201,5
87236,56201,19
17259,56201,4
15377,18370,11
17006,18370,2
3408,18370,3
13173,18370,17
79460,48243,19
34324,48243,4
19727,48243,12
45275,50527,17
21096,50527,1
14084,50527,6
34854,1379,6
51356,1379,3
73676,1379,7
46026,39175,16
21330,39175,2
33818,39175,10
32200,39175,3
71937,39175,9
45437,98155,20
35546,33272,13
61644,33272,12
4007,33272,4
1197,53186,9
80287,4701,11
39218,4701,19
67155,4701,4
17343,4701,18
66990,4701,7
22878,71973,11
33692,71973,12
75298,91612,11
29623,91612,13
78472,91612,20
65704,91612,19
69561,55680,15
21005,55680,1
54422,55680,5
75576,55680,12
59571,64676,12
24859,64676,13
10213,64676,11
43517,64676,9
57174,67873,20
19411,67873,8
26299,42001,3
91578,42001,20
57948,42001,11
43291,20305,11
37586,20305,3
89778,20305,8
14909,20305,15
57227,50898,6
44134,71795,5
75829,71795,8
17139,34339,16
28656,34339,8
24430,34339,15
64686,34339,9
51266,61215,12
50272,61215,7
59098,38498,20
94597,66251,3
78390,66251,9
12105,32344,5
32063,32344,14
68458,84084,17
78399,84084,8
50703,23494,13
20554,23494,4
63697,23494,18
1777,23494,6
31589,23494,8
92666,42561,6
90780,42561,19
40744,42561,2
93102,13803,6
52924,13803,2
74190,83424,2
23283,83424,4
48084,22117,18
18683,22117,4
22208,22117,20
17794,95116,20
51360,11157,13
6045,11157,4
13101,11157,19
51401,11157,11
21965,44819,15
95179,44819,9
23603,35941,7
43738,35941,1
53746,35941,4
4974,33070,4
9452,33070,6
10136,33070,11
99312,33070,3
47908,51059,19
15639,51059,14
85844,51059,17
52186,91791,20
65742,91791,10
23260,91791,14
65204,46449,13
40541,96098,2
50634,55471,19
52007,55471,12
27368,55471,2
8220,55471,13
89564,1209,9
78418,93294,12
53723,93294,4
84009,93294,6
11510,55469,15
32215,55469,10
39124,4631,10
5121,94077,14
46592,24323,20
48787,24323,14
52060,8780,12
85266,8780,5
21211,8780,10
64544,8780,3
23264,8780,11
65375,59345,14
40860,59345,16
80074,59345,5
3891,23765,16
35944,23765,3
47410,23765,8
44080,36471,3
88151,36471,8
16150,32796,1
95698,6721,12
75059,97974,7
98731,97974,6
69894,97974,12
37122,97974,3
14464,97974,1
59412,59486,2
23019,85442,20
45916,85442,6
39766,85442,17
92782,85442,8
26657,85442,10
18674,40902,20
67101,40902,13
39888,40902,19
54855,40902,6
28861,1699,10
41448,1699,1
48711,1699,9
83528,1699,6
3557,65993,15
38529,65993,19
77919,65993,18
45732,65993,16
45415,65993,17
95520,62243,17
9631,27546,19
78542,51583,13
14707,31073,13
87449,31073,4
79543,31073,18
66261,31073,19
10740,31073,6
45311,84291,8
46827,84291,13
37599,84291,12
26355,7482,3
53787,7482,19
46222,63364,14
82514,63364,12
97650,63364,8
78378,6873,1
91794,6873,4
54572,6873,15
29353,66146,19
15906,66146,2
71572,23190,12
91086,23190,8
6014,66577,18
55445,66577,9
88659,41903,5
8936,41903,2
83128,41903,20
60279,41903,4
24496,41903,16
87566,20442,20
69137,20442,10
86224,79062,19
15404,79062,1
63109,79062,12
43293,57564,15
50569,57564,10
76783,57564,14
89651,57564,5
37606,98379,15
66338,98379,18
75995,98379,3
85218,26823,16
83389,26823,5
24282,26823,14
77968,64401,4
69793,64401,5
57411,64401,7
93563,64401,18
11168,87637,14
67288,87637,5
11400,87637,10
25007,62082,16
79489,80421,12
75874,4014,9
38263,4014,18
54889,4014,20
43438,86227,12
86124,36378,19
72684,36378,3
78937,36378,13
2323,36378,16
29470,36378,15
83510,17767,12
20903,17767,13
63182,17767,1
98022,17767,8
29703,17767,2
85255,36941,19
73858,36941,1
10451,36941,11
60631,36941,7
87726,8591,10
33154,8591,9
35208,8591,19
93745,8591,18
55635,8591,3
29115,35993,15
9906,35993,11
47450,78254,6
94207,78254,16
7839,78254,11
61519,78254,17
39461,78254,20
69867,33265,14
74750,33265,15
17225,33265,13
94365,33265,10
42854,8548,9
59182,8548,3
37280,8548,15
35422,8548,11
5562,8548,20
83760,3329,14
50585,87722,14
13952,87722,1
22993,89339,8
34181,89339,6
51480,89339,15
4428,81230,16
67953,81230,10
11041,81230,2
79899,46430,18
49809,28841,14
78526,28841,6
34808,28841,5
83380,28841,8
30439,3156,13
88865,3156,10
83299,3156,6
82777,3156,2
83462,10649,10
89673,10649,3
59584,48318,16
80660,48318,6
4220,40917,13
9555,40917,18
71889,21824,12
24112,21824,18
52926,21824,19
69753,21824,6
7470,39457,16
97970,39457,11
88448,39457,12
54748,39457,3
84159,2653,20
6059,64540,8
23311,64540,16
20689,64540,15
8450,64540,4
45746,75173,19
52641,11436,18
71781,11436,20
62036,11436,17
3312,60811,7
29554,60811,15
79911,60811,10
56774,59403,6
98928,59403,11
93199,43582,12
33942,43582,16
43194,43582,11
32848,64322,18
92289,85395,7
87102,85395,8
52931,61498,11
26567,61498,16
49813,61498,19
6628,79976,20
40909,79976,19
55710,79976,3
49872,30275,20
86240,30275,3
52922,10005,5
19456,10005,3
82107,10005,4
3833,10005,13
9938,70013,12
49768,70013,11
18437,70013,6
94624,70013,15
88540,96266,12
37481,96266,18
26066,95619,4
91330,95619,17
11040,95619,14
8565,95619,9
70812,95619,18
21632,13031,12
66739,13031,8
9066,13031,17
99917,13031,2
80810,13031,7
74789,72656,7
27252,75376,4
49192,75376,19
36600,75376,18
64412,99707,5
11318,99707,9
67456,20609,18
6391,20609,2
16386,20609,1
82089,53036,9
34933,53036,15
97742,53036,11
10228,53036,7
27206,21784,14
8764,21784,8
80307,21784,12
83586,21784,1
76350,34834,10
35318,34834,18
50319,34834,15
59557,34834,5
70266,34834,7
9442,93924,14
54358,93924,11
18443,93924,5
54464,38269,6
69035,38269,14
80063,88398,3
95088,88398,13
74144,61274,4
80032,61274,5
55995,81657,10
67584,81657,15
17858,35433,15
15655,35433,17
67735,35433,8
90813,42354,4
27841,42354,18
64386,20808,11
87398,20808,1
85773,20808,17
40611,20808,18
34198,20808,13
44563,92836,11
92879,92836,19
52150,44021,2
83807,44021,4
60728,94003,20
61027,52853,12
41602,52853,17
12916,52853,3
27690,52853,11
92377,29330,7
25119,29330,18
86741,29330,8
82500,57912,16
40624,57912,5
35559,6223,17
23744,6223,13
24572,97596,7
50745,97596,17
49271,97596,4
22558,75219,15
31390,75219,8
27209,75219,6
10874,74077,9
93940,74077,2
56759,74077,3
90884,74077,19
57621,74077,20
1091,49010,19
89494,49010,3
64967,49010,8
26537,49010,1
77793,75649,16
52296,75649,1
31350,75649,20
56008,75649,18
80351,75649,14
52848,20486,2
37455,20486,3
78767,20486,15
96240,83664,14
86866,83664,17
31758,83664,15
44082,35600,6
27568,35600,3
52083,42344,7
47385,22577,20
53415,28526,6
30263,28526,13
35374,28526,2
79579,28526,16
16610,55875,18
49481,55875,10
37741,55875,5
32568,16445,5
98629,16445,20
52202,73736,7
87476,73736,1
48271,73736,3
1894,73736,13
54829,73736,16
88423,47420,3
45362,47420,19
88950,47420,2
73894,15552,17
73835,15552,9
7179,15552,12
30047,15552,20
31176,15552,15
26227,20986,6
83705,20986,4
20063,20986,19
18279,92470,16
15916,92470,2
13005,86219,1
87705,9615,10
11377,19740,19
81830,19740,8
23559,19740,16
98518,19740,18
28564,19740,11
57413,1775,18
4404,67862,10
92677,67862,7
64388,95627,16
75101,95627,20
64050,95627,15
16444,96810,12
46108,96810,1
77145,96810,19
89491,96810,5
66741,90772,2
44780,34446,2
82960,34446,14
38575,41864,20
82300,41864,4
57110,88933,11
75134,88933,12
22673,88933,2
89308,83821,14
7084,83821,16
18251,83821,1
33053,83821,8
2978,83821,18
33460,83205,14
11740,83205,1
18803,83205,9
36268,18083,1
69443,18083,2
74758,18083,5
72708,18083,7
78155,18032,8
58039,83739,20
11030,83739,18
3084,61036,11
17443,61036,10
48833,80407,18
15100,80407,7
23503,80407,15
50299,80407,9
6473,80407,4
69808,9208,4
25544,9208,15
30761,9208,2
73503,9208,13
68148,72637,2
83670,72637,19
14783,72637,18
86574,72637,3
53476,76632,13
61133,76632,5
73639,41082,6
65499,41082,18
26306,41082,2
19161,3982,18
69450,3982,6
24121,3982,13
64013,83045,13
45301,83045,20
4998,86438,17
66459,86438,18
7617,86438,14
40558,86438,19
82787,90798,18
15341,90798,4
12928,90798,2
86186,90798,6
54941,55867,20
21989,55867,3
76638,55867,19
47763,55867,9
67296,55867,1
75289,15516,3
51376,15516,8
75244,15516,11
3722,15516,7
66066,2479,3
6658,2479,8
53085,33178,2
71719,33178,4
23018,23388,3
48423,23388,10
33597,77677,16
45758,77677,14
72211,77677,4
62776,18050,11
50523,18050,19
61100,18050,12
22779,63145,17
4398,63145,18
22605,63145,8
31311,63145,5
34723,63145,13
28829,5828,16
25919,98958,19
83360,98958,9
49987,98958,11
51224,98958,14
44485,57617,13
41927,57617,20
23061,65529,7
64082,65529,11
19873,65529,8
78013,31558,9
62318,31558,20
41971,31558,1
2444,31558,5
27770,27086,9
22254,27086,13
36987,27086,12
69591,27086,15
1491,27086,4
17572,15251,18
68840,92356,18
29309,92356,19
28384,92356,1
56393,92356,9
22047,92356,4
6312,73710,8
81270,73710,12
34040,41596,8
90688,41596,7
40365,41596,17
47509,41596,6
22107,27235,17
45904,95686,10
18944,95686,1
10111,95686,5
25725,69636,18
20108,62210,5
61212,62210,2
96994,62210,1
6100,26957,12
57236,26957,15
53068,19007,17
24816,19007,16
52849,19007,5
34274,19007,15
60699,85432,11
16725,85432,8
12692,62970,20
37065,62970,17
30779,25205,1
71749,25205,8
78569,25205,14
68191,25205,9
74671,25205,4
90484,6630,3
37079,6630,5
14727,21858,4
19905,21858,14
55708,21858,7
61807,30262,16
75158,30262,2
32705,8994,6
63694,8994,7
95270,28538,5
49697,28538,4
11595,90228,8
35009,90228,4
71217,90228,9
39323,90228,6
7476,90228,19
59394,10697,4
47436,10697,9
30960,10697,10
81409,10697,11
61257,1049,16
6561,1049,2
75193,1049,5
89178,1049,7
22038,1049,13
12345,69820,1
16195,69820,20
70312,69820,2
85501,69820,4
66100,69820,6
66639,62253,2
86764,62253,13
7122,62253,3
47556,12713,4
19484,12713,12
61599,12713,16
62094,12713,18
36096,95682,10
55154,7437,12
20081,7437,6
18600,7437,19
98098,58547,12
56896,58547,18
47037,58547,7
44747,67283,18
94806,67283,1
23770,67283,17
30542,67283,10
97780,67283,12
8286,12384,7
33548,12384,3
11241,80449,2
32463,80449,6
51062,80449,12
49493,80449,19
48592,80449,8
62024,98101,20
65720,98101,9
46068,98101,4
87238,98101,18
33487,98101,15
11255,34348,13
42540,63131,10
84737,63131,13
95712,63131,7
60825,63131,12
14449,63131,18
36226,90788,16
16051,90788,9
21128,91353,5
66778,91353,19
6731,91353,16
81619,91353,6
4495,91353,13
81388,5256,16
42884,5256,4
80743,5256,7
40169,5256,12
88194,5256,18
27819,49988,3
76276,2831,4
50568,3342,11
36311,3342,6
45853,3342,12
92443,3342,10
6157,3342,16
29537,1898,19
34714,1898,11
42993,36845,17
13167,36845,10
41005,36845,12
21786,36845,14
34189,36845,7
44043,99525,19
10026,99525,7
50684,99525,12
48095,57269,10
36980,57269,2
50134,57269,13
8415,77082,3
47308,77082,17
49820,77082,5
67218,77082,6
87101,77082,12
50349,86652,5
97773,86652,15
21333,86652,18
92227,86652,8
6472,86652,19
26923,68041,15
6934,76166,5
82565,76166,8
48855,76166,17
49871,76166,1
49894,76166,12
33171,88402,12
45027,88402,13
9988,88402,2
87071,88402,11
90859,36026,20
80921,36026,2
58683,36026,5
11368,36026,1
28120,83756,12
79749,83756,3
52649,83756,8
40673,34202,8
88201,34202,4
56903,34202,14
88935,82920,11
43475,82920,2
76551,19216,20
21383,4548,1
76238,27356,11
71329,27356,20
44450,6364,6
77216,6364,5
81703,75265,3
54261,11965,3
85222,11965,4
68490,11965,12
71888,11965,1
92717,47905,19
47014,47905,2
26208,47905,20
75264,17636,3
27614,17636,8
36590,17636,9
25143,17636,18
8551,17636,17
85145,97012,9
56766,97012,10
5929,87181,13
47307,87181,12
78545,25299,17
38307,25299,15
1579,25299,4
15256,25299,10
59524,25299,3
12423,61408,13
79412,61408,17
6540,97866,13
19777,97866,4
65144,17248,1
7017,17248,8
89349,17248,5
26938,51778,9
75287,23387,9
11918,23387,6
96938,23387,4
32938,83346,3
55889,83346,13
48820,83346,11
92562,83346,18
83837,83346,7
95303,25949,7
17189,99896,9
37831,99896,15
38082,99896,14
53419,99896,11
82996,95744,16
49523,85185,16
95001,38163,9
55145,38163,20
10056,38163,13
98009,38163,6
17489,38163,8
38466,58055,20
12667,63452,16
90767,63452,8
89018,49983,20
82933,49983,18
94498,49983,6
15889,49983,3
28238,49983,14
46942,52247,20
73971,52247,3
38995,49321,15
81167,5630,20
82390,5630,16
83074,5630,14
27478,34541,14
51488,34541,17
13622,23292,2
16547,23292,16
7628,23292,5
84210,23292,20
3616,90289,6
20531,90289,19
67725,56999,1
3440,56999,6
5331,27578,12
96332,27578,7
76566,27578,5
21224,27578,2
44511,84873,15
59054,84873,8
53127,31059,7
82415,31059,16
18247,11141,7
6467,77525,7
1406,77525,2
98584,99680,11
20809,86553,16
61622,86553,20
71584,86553,5
83301,86553,14
78692,86553,4
84260,74469,11
68001,74469,13
7975,74469,20
1307,74469,19
79436,20698,16
42349,83920,4
69969,83920,17
82970,83920,11
61310,83920,18
62807,72114,14
25571,72114,6
10991,21484,3
86936,21484,15
72154,76226,15
1199,76226,11
95029,76226,6
50615,76226,1
5703,86416,2
95871,86416,8
30578,86416,9
42513,86416,16
99848,86416,12
75769,37677,7
83451,93019,19
37848,93019,17
36619,91885,13
67306,91885,18
51687,91885,7
28010,56657,15
62764,56657,17
17276,8041,20
51004,8041,3
70917,8041,11
86730,8041,6
18955,19838,2
43130,19838,20
53295,19585,9
34777,19585,2
79265,19585,20
48302,19585,8
27885,19585,11
50267,80117,2
76748,5419,2
15146,5419,14
48110,55051,8
95601,80315,5
54003,80315,20
96657,65737,9
74160,65737,15
7816,65737,3
84726,65737,19
45761,94102,1
68118,97069,2
66178,61428,9
77512,61428,18
54608,61428,8
34390,61428,2
45998,85599,1
82652,25192,14
97510,25192,16
24616,57061,12
94148,75962,7
58559,75962,6
64958,75962,9
2500,75962,14
38595,75962,10
27603,63955,4
80507,63955,13
36073,63955,11
40054,63955,19
88529,63955,5
42092,1056,1
6597,1056,5
69837,60667,18
29639,38353,5
69554,38353,9
79878,38353,1
86989,38353,7
88047,94970,8
73692,94970,15
89061,94970,11
53864,94970,7
56365,4909,9
13401,4909,15
30713,4909,12
12931,4909,20
6610,4909,8
85054,55002,1
46620,55002,15
70456,55002,16
39511,31169,15
45714,75345,18
45511,39846,1
30500,39846,15
86498,39846,3
72578,39846,9
82613,39846,13
77693,72613,8
48916,72613,9
71355,72613,3
64897,72613,15
47317,15047,17
63340,15047,11
75639,15047,19
77246,15047,20
6891,15047,9
71591,90329,5
14751,90329,18
33918,90329,13
88036,90329,12
42917,90329,10
65241,9343,6
52607,9343,1
65587,9343,13
54883,9343,10
44357,9343,12
95822,85520,20
26206,70364,18
14018,66674,18
26608,66674,6
55312,66674,4
6541,84703,6
33423,84703,5
55802,50789,20
86313,59404,18
34378,59404,9
62352,59404,20
75939,59404,8
36790,20931,1
14601,20931,20
77141,20931,11
10799,57963,15
34412,57963,14
18465,57963,4
40755,57963,10
81635,3714,8
30748,3714,13
5148,3714,3
36145,3714,20
24053,3714,9
74831,73831,19
41150,73831,1
18960,62546,9
88559,62546,18
2367,62546,2
3587,34815,6
73119,34815,11
22700,33809,1
98298,33809,4
75815,95966,16
98636,98909,8
19530,98909,20
86799,98909,11
47751,2903,16
40241,2903,5
30591,2903,20
44881,2903,2
44574,2903,13
93012,58797,10
29762,58797,17
60417,58797,6
83679,65281,4
73347,65281,9
90120,65281,12
35531,65281,6
52501,30040,16
50756,52475,19
69830,52475,11
24014,52475,8
94638,39677,20
71002,39677,1
50194,39677,4
24437,39677,18
74768,39677,16
92367,16423,7
95056,84369,20
41417,84369,1
4377,68895,16
83998,68895,8
18621,68895,19
16708,85488,10
42574,85488,17
3575,85488,2
22838,85488,19
51941,17156,16
67317,17156,2
86690,71851,10
36501,25247,13
39544,25247,3
31967,25247,9
84535,63926,18
13781,63926,8
1787,63926,17
19911,63926,3
50333,35766,3
53190,35766,5
65399,29524,13
17917,29524,9
64792,66070,11
38347,66070,17
76915,62222,6
86910,62222,3
47844,62222,20
93813,14282,19
75909,14282,11
51943,14282,8
78928,39833,16
37792,39833,18
62131,39833,14
32506,23042,9
47312,76181,4
69641,76181,6
33440,76181,11
41416,76181,16
50381,76181,9
88169,29345,2
56828,29345,3
2649,29345,15
54188,29345,5
2437,91262,20
10116,91262,18
29942,25004,5
53351,87514,5
27377,87514,3
87757,87514,9
7969,87514,12
40842,87514,19
66020,89622,3
42518,89622,11
79453,89622,5
55778,89622,18
73403,89622,8
3462,76430,5
58859,76430,18
83935,76430,12
10322,37945,2
30852,37945,3
78157,39597,15
1222,39597,13
30219,39597,4
18097,39597,10
79770,39597,3
22792,18646,16
96078,18646,15
32114,40487,10
73361,45653,10
89590,45653,2
58941,45653,5
20585,45653,9
40197,45653,11
68833,48002,5
17958,24166,19
25699,24166,8
52241,24166,7
84357,24166,1
90932,24166,12
64129,72219,19
19955,72219,18
66781,72219,9
72237,72219,11
9727,72219,16
6505,32955,11
26505,32955,4
17746,32955,17
20616,32955,5
88664,32955,16
35777,5669,16
8348,45783,15
27485,45783,3
21808,66939,9
16904,20602,4
43034,20602,12
48275,56450,2
1978,56450,20
72761,32204,18
96664,32204,11
59527,76322,11
21000,76322,9
96221,4033,16
19474,4033,17
23362,4033,7
79849,4033,13
21079,60868,11
46572,60868,19
94071,60868,8
75814,60868,1
78389,21697,1
73169,21697,12
13645,34751,4
20308,34751,12
13550,34751,7
87710,34751,19
22913,82048,5
29707,82048,1
30001,7650,17
13535,7650,11
16067,7650,2
91133,7650,6
26841,5569,7
66795,5569,17
97844,18388,15
21162,3022,13
36898,3022,11
7732,91284,7
14100,91284,8
60570,16305,5
83575,91125,19
23702,83697,10
57808,83697,19
21691,83697,2
34968,83697,11
80836,83697,13
39093,57384,18
18265,57384,16
44678,57384,6
6858,36593,5
80518,36593,7
7658,63035,3
3196,63035,12
62122,63035,16
38021,63035,8
79594,63035,1
95186,22865,5
81318,50824,6
32877,50824,11
13157,50824,14
96047,50824,16
63741,50824,1
60401,48792,20
87444,48792,6
13688,19767,9
12598,19767,17
24622,19767,14
57625,19767,15
30095,19767,19
3318,16604,15
84366,16604,20
72085,16604,4
80959,16604,18
58252,16604,8
6580,99435,18
35211,99435,2
28594,99435,7
58931,99435,13
96123,99435,12
70798,12687,18
92402,97068,12
58508,97068,19
30737,97068,18
94816,97068,14
57409,48996,6
40445,48996,20
45116,48996,18
39148,48996,8
76887,48996,1
37668,96374,10
28073,96374,18
69878,96374,7
20865,96374,8
9190,70124,5
28575,70124,7
89560,53278,13
91602,53278,10
14266,53278,3
83315,53278,4
83348,19374,16
37085,22138,20
98628,94006,14
66227,94006,11
73310,94006,7
46686,59352,1
68783,59352,3
89553,59352,6
23179,29622,12
36899,29622,1
2939,98996,16
48024,98996,19
72353,98996,15
41095,98621,4
70386,98621,10
19307,45144,1
97696,45144,12
94973,45144,16
92612,45144,9
15965,45144,4
89612,78158,9
46916,78158,12
56679,78158,8
59646,59780,9
41157,59780,10
39033,59780,13
15488,77830,13
4139,77830,17
97211,77830,16
60902,77830,20
66211,14391,5
50431,14391,16
95400,14391,17
94273,14391,19
59740,14391,8
72589,61635,15
70278,61635,10
34949,61635,5
64206,61635,2
72662,53030,1
98121,53030,18
33426,53030,17
66282,53030,12
48212,53030,5
9201,5291,2
75926,5291,12
89606,5291,10
99498,38727,2
65836,38727,6
53245,38727,17
3677,78908,18
50811,78908,13
56671,16156,1
91795,16156,15
88654,16156,4
60944,46626,5
65465,46626,14
19981,46626,3
37871,46626,9
80107,13956,10
58373,90309,8
54033,51477,10
49176,51477,4
54564,51477,16
7509,51477,7
20583,51477,5
44500,92466,19
52723,86127,18
38412,86127,14
72337,86127,8
63725,91723,12
29472,91723,7
26068,91723,5
86708,82177,4
53939,82177,2
59312,82177,3
91467,82177,8
12147,31912,16
60142,31912,15
40046,31912,14
63362,31912,12
97462,38394,3
8710,38394,15
14925,38394,14
31267,38394,18
49763,38394,11
51382,5935,15
16163,5935,12
42799,5935,14
58566,5935,19
1072,5935,4
54729,52045,10
53646,52045,1
41429,52045,4
20699,11568,2
57133,68331,19
78468,68331,4
83373,68331,16
62044,68331,8
70066,57803,12
73819,57803,17
73123,57803,3
80721,23562,8
93970,23562,16
16033,23562,7
71428,23562,6
35606,66807,9
54719,66807,15
9818,66807,8
74314,66807,3
11547,66807,14
42951,80162,4
28837,80162,18
48270,80162,3
50063,80162,20
41876,80162,13
25404,55073,3
12212,55073,14
7906,55073,10
19033,55073,9
74943,61987,2
90982,61987,17
56588,62301,12
63255,62301,19
58140,62301,5
87942,62301,8
55273,81558,17
17406,81558,5
82742,81558,3
3358,81558,19
47558,81558,11
77167,35096,4
24958,35096,12
12422,35096,1
95122,35096,18
19687,16456,16
79189,16456,11
40542,16456,4
74582,16456,1
62561,52658,13
38883,41816,3
78538,41816,2
76912,41816,19
78728,75902,5
25928,75902,15
76411,75902,6
7419,79450,18
84298,14355,14
79160,92817,19
87221,48144,17
7192,50172,7
9882,50172,8
87326,50172,10
37959,88466,5
12355,88466,17
88939,88466,20
27405,88466,10
52932,88466,13
62997,7298,7
95181,70821,4
58552,70821,5
72694,70821,16
33367,70821,8
75036,44623,4
57640,44623,11
89552,44623,8
55364,44623,12
33131,1345,20
57889,1345,9
76877,1345,17
29758,52745,8
80393,22127,19
4086,53221,17
3009,53221,18
68775,20311,16
65245,20311,19
7811,20311,1
54530,20311,18
85041,78018,16
15234,78018,6
59073,78018,12
97171,14034,8
5309,14034,1
14548,14034,13
40775,14173,7
13180,14173,17
53632,14173,14
93505,14173,2
22722,14173,6
3013,29384,8
46054,29384,10
17285,29384,3
77913,29384,18
7242,29384,2
78988,97939,13
46086,36126,13
10237,36126,12
20916,36126,4
1142,36126,10
43470,39645,17
52811,39645,9
71778,27509,14
70984,12720,11
28484,12720,2
65540,12720,14
1611,12720,18
74562,85414,7
79681,85414,20
89595,85414,10
1807,85414,1
7800,67128,6
67002,67128,19
90191,67128,12
15719,32718,9
13881,32718,7
59904,6043,14
54990,6043,20
21686,6043,19
1284,6043,8
72080,6043,4
50069,86721,17
84616,86721,8
35637,7349,3
7369,69436,9
84404,17616,8
32911,17616,4
80610,17616,3
1974,17616,6
46957,94712,13
70065,94712,5
32959,94712,15
34174,12877,3
41044,12877,4
5673,81928,18
11645,81928,1
63524,81928,12
60167,81928,14
13496,33599,15
50664,33599,8
2080,33599,11
11593,6938,16
87909,6938,1
39823,6938,10
30449,6938,3
6233,6938,6
96120,11453,20
92987,11453,1
63305,11453,7
40739,62110,1
50037,62110,10
11716,62110,4
7877,62110,6
51772,91874,7
74728,91874,17
27897,91874,9
40319,91874,19
17444,91874,4
43699,57052,4
56156,57052,19
6805,57052,6
81714,57052,7
47380,57052,2
69506,37538,20
14246,37538,9
12376,73698,2
40232,73698,6
68959,73698,18
9424,73698,8
24133,26509,17
78031,26509,6
10155,26509,4
24687,26509,15
61052,26509,14
89737,90870,14
22645,90870,10
